algorithm,community_id,size,mule_count,mule_purity,is_likely_syndicate,sample_members
Label_Propagation,Label_Propagation_093,2,0,0.0,False,L00793;L00072
Label_Propagation,Label_Propagation_094,3,0,0.0,False,L00314;L00073;L00603
Label_Propagation,Label_Propagation_095,5,0,0.0,False,L00275;L00074;L00147;L00891;L00092
Label_Propagation,Label_Propagation_096,3,0,0.0,False,L00075;L00229;L00655
Label_Propagation,Label_Propagation_097,3,0,0.0,False,L00367;L00773;L00076
Label_Propagation,Label_Propagation_098,2,0,0.0,False,L00376;L00077
Label_Propagation,Label_Propagation_099,5,0,0.0,False,L00079;L00774;L00992;L00366;L00808
Label_Propagation,Label_Propagation_100,2,0,0.0,False,L00080;L00688
Label_Propagation,Label_Propagation_101,4,0,0.0,False,L00753;L00625;L00082;L00493
Label_Propagation,Label_Propagation_102,2,0,0.0,False,L00083;L00531
Label_Propagation,Label_Propagation_103,9,0,0.0,False,L00900;L00360;L00195;L00814;L00549
Label_Propagation,Label_Propagation_104,6,0,0.0,False,L00152;L00268;L00085;L00266;L00924
Label_Propagation,Label_Propagation_105,2,0,0.0,False,L00942;L00087
Label_Propagation,Label_Propagation_106,18,0,0.0,False,L00907;L00208;L00103;L00121;L00791
Label_Propagation,Label_Propagation_107,1,0,0.0,False,L00089
Label_Propagation,Label_Propagation_108,2,0,0.0,False,L00971;L00090
Label_Propagation,Label_Propagation_109,1,0,0.0,False,L00091
Label_Propagation,Label_Propagation_110,2,0,0.0,False,L00093;L00866
Label_Propagation,Label_Propagation_111,3,0,0.0,False,L00755;L00205;L00094
Label_Propagation,Label_Propagation_112,5,0,0.0,False,L00806;L00660;L00851;L00095;L00560
Label_Propagation,Label_Propagation_113,4,0,0.0,False,L00435;L00972;L00491;L00096
Label_Propagation,Label_Propagation_114,2,0,0.0,False,L00097;L00764
Label_Propagation,Label_Propagation_115,14,0,0.0,False,L00597;L00983;L00098;L00523;L00409
Label_Propagation,Label_Propagation_116,4,0,0.0,False,L00135;L00697;L00686;L00100
Label_Propagation,Label_Propagation_117,5,0,0.0,False,L00129;L00102;L00910;L00415;L00948
Label_Propagation,Label_Propagation_118,2,0,0.0,False,L00980;L00105
Label_Propagation,Label_Propagation_119,4,0,0.0,False,L00692;L00961;L00338;L00107
Label_Propagation,Label_Propagation_120,5,0,0.0,False,L00927;L00355;L00199;L00802;L00108
Label_Propagation,Label_Propagation_121,2,0,0.0,False,L00909;L00109
Label_Propagation,Label_Propagation_122,2,0,0.0,False,L00110;L00405
Label_Propagation,Label_Propagation_123,2,0,0.0,False,L00812;L00111
Label_Propagation,Label_Propagation_124,2,0,0.0,False,L00112;L00890
Label_Propagation,Label_Propagation_125,2,0,0.0,False,L00115;L00312
Label_Propagation,Label_Propagation_126,1,0,0.0,False,L00117
Label_Propagation,Label_Propagation_127,3,0,0.0,False,L00118;L00786;L00187
Label_Propagation,Label_Propagation_128,6,0,0.0,False,L00936;L00790;L00120;L00374;L00696
Label_Propagation,Label_Propagation_129,9,0,0.0,False,L00463;L00678;L00278;L00378;L00974
Label_Propagation,Label_Propagation_130,4,0,0.0,False,L00395;L00128;L00284;L00949
Label_Propagation,Label_Propagation_131,3,0,0.0,False,L00131;L00198;L00732
Label_Propagation,Label_Propagation_132,4,0,0.0,False,L00991;L00180;L00133;L00651
Label_Propagation,Label_Propagation_133,8,0,0.0,False,L00897;L00946;L00947;L00134;L00746
Label_Propagation,Label_Propagation_134,2,0,0.0,False,L00721;L00138
Label_Propagation,Label_Propagation_135,1,0,0.0,False,L00139
Label_Propagation,Label_Propagation_136,9,0,0.0,False,L00881;L00194;L00142;L00350;L00932
Label_Propagation,Label_Propagation_137,2,0,0.0,False,L00592;L00143
Label_Propagation,Label_Propagation_138,2,0,0.0,False,L00591;L00144
Label_Propagation,Label_Propagation_139,2,0,0.0,False,L00650;L00145
Label_Propagation,Label_Propagation_140,10,0,0.0,False,L00503;L00807;L00539;L00146;L00614
Label_Propagation,Label_Propagation_141,6,0,0.0,False,L00281;L00783;L00609;L00148;L00982
Label_Propagation,Label_Propagation_142,9,0,0.0,False,L00795;L00385;L00892;L00211;L00150
Label_Propagation,Label_Propagation_143,2,0,0.0,False,L00151;L00616
Label_Propagation,Label_Propagation_144,7,0,0.0,False,L00550;L00153;L00383;L00730;L00200
Label_Propagation,Label_Propagation_145,3,0,0.0,False,L00846;L00154;L00915
Label_Propagation,Label_Propagation_146,3,0,0.0,False,L00155;L00648;L00620
Label_Propagation,Label_Propagation_147,2,0,0.0,False,L00160;L00788
Label_Propagation,Label_Propagation_148,2,0,0.0,False,L00619;L00163
Label_Propagation,Label_Propagation_149,5,0,0.0,False,L00166;L00862;L00840;L00679;L00554
Label_Propagation,Label_Propagation_150,5,0,0.0,False,L00303;L00169;L00739;L00547;L00456
Label_Propagation,Label_Propagation_151,3,0,0.0,False,L00695;L00170;L00850
Label_Propagation,Label_Propagation_152,4,0,0.0,False,L00172;L00681;L00940;L00521
Label_Propagation,Label_Propagation_153,2,0,0.0,False,L00173;L00988
Label_Propagation,Label_Propagation_154,4,0,0.0,False,L00499;L00174;L00203;L00504
Label_Propagation,Label_Propagation_155,2,0,0.0,False,L00176;L00258
Label_Propagation,Label_Propagation_156,4,0,0.0,False,L00238;L00177;L00978;L00457
Label_Propagation,Label_Propagation_157,4,0,0.0,False,L00489;L00607;L00178;L00759
Label_Propagation,Label_Propagation_158,7,0,0.0,False,L00993;L00737;L00228;L00758;L00237
Label_Propagation,Label_Propagation_159,3,0,0.0,False,L00664;L00425;L00185
Label_Propagation,Label_Propagation_160,4,0,0.0,False,L00188;L00578;L00382;L00829
Label_Propagation,Label_Propagation_161,4,0,0.0,False,L00736;L00410;L00903;L00189
Label_Propagation,Label_Propagation_162,5,0,0.0,False,L00551;L00471;L00190;L00644;L00708
Label_Propagation,Label_Propagation_163,2,0,0.0,False,L00192;L00524
Label_Propagation,Label_Propagation_164,9,0,0.0,False,L00770;L00196;L00398;L00615;L00723
Label_Propagation,Label_Propagation_165,13,0,0.0,False,L00484;L00894;L00301;L00197;L00335
Label_Propagation,Label_Propagation_166,6,0,0.0,False,L00440;L00204;L00789;L00402;L00307
Label_Propagation,Label_Propagation_167,2,0,0.0,False,L00206;L00656
Label_Propagation,Label_Propagation_168,3,0,0.0,False,L00209;L00596;L00411
Label_Propagation,Label_Propagation_169,2,0,0.0,False,L00210;L00242
Label_Propagation,Label_Propagation_170,3,0,0.0,False,L00837;L00669;L00212
Label_Propagation,Label_Propagation_171,3,0,0.0,False,L00872;L00772;L00213
Label_Propagation,Label_Propagation_172,1,0,0.0,False,L00214
Label_Propagation,Label_Propagation_173,2,0,0.0,False,L00959;L00216
Label_Propagation,Label_Propagation_174,4,0,0.0,False,L00473;L00834;L00470;L00218
Label_Propagation,Label_Propagation_175,2,0,0.0,False,L00219;L00245
Label_Propagation,Label_Propagation_176,1,0,0.0,False,L00220
Label_Propagation,Label_Propagation_177,4,0,0.0,False,L00377;L00225;L00824;L00767
Label_Propagation,Label_Propagation_178,1,0,0.0,False,L00227
Label_Propagation,Label_Propagation_179,5,0,0.0,False,L00232;L00818;L00294;L00363;L00482
Label_Propagation,Label_Propagation_180,2,0,0.0,False,L00234;L00233
Label_Propagation,Label_Propagation_181,2,0,0.0,False,L00240;L00529
Label_Propagation,Label_Propagation_182,2,0,0.0,False,L00241;L00406
Label_Propagation,Label_Propagation_183,2,0,0.0,False,L00381;L00244
Label_Propagation,Label_Propagation_184,2,0,0.0,False,L00379;L00246
Label_Propagation,Label_Propagation_185,2,0,0.0,False,L00247;L00407
Label_Propagation,Label_Propagation_186,1,0,0.0,False,L00248
Label_Propagation,Label_Propagation_187,2,0,0.0,False,L00249;L00731
Label_Propagation,Label_Propagation_188,2,0,0.0,False,L00635;L00250
Label_Propagation,Label_Propagation_189,5,0,0.0,False,L00628;L00251;L00757;L00913;L00899
Label_Propagation,Label_Propagation_190,2,0,0.0,False,L00252;L00568
Label_Propagation,Label_Propagation_191,3,0,0.0,False,L00256;L00505;L00952
Label_Propagation,Label_Propagation_192,3,0,0.0,False,L00257;L00673;L00860
Label_Propagation,Label_Propagation_193,1,0,0.0,False,L00260
Label_Propagation,Label_Propagation_194,9,0,0.0,False,L00576;L00331;L00621;L00558;L00552
Label_Propagation,Label_Propagation_195,1,0,0.0,False,L00265
Label_Propagation,Label_Propagation_196,3,0,0.0,False,L00267;L00391;L00781
Label_Propagation,Label_Propagation_197,2,0,0.0,False,L00864;L00269
Label_Propagation,Label_Propagation_198,2,0,0.0,False,L00270;L00885
Label_Propagation,Label_Propagation_199,2,0,0.0,False,L00740;L00271
Label_Propagation,Label_Propagation_200,2,0,0.0,False,L00956;L00272
Label_Propagation,Label_Propagation_201,3,0,0.0,False,L00754;L00556;L00274
Label_Propagation,Label_Propagation_202,5,0,0.0,False,L00832;L00373;L00649;L00803;L00276
Label_Propagation,Label_Propagation_203,7,0,0.0,False,L00320;L00282;L00392;L00599;L00280
Label_Propagation,Label_Propagation_204,2,0,0.0,False,L00666;L00283
Label_Propagation,Label_Propagation_205,2,0,0.0,False,L00950;L00285
Label_Propagation,Label_Propagation_206,3,0,0.0,False,L00841;L00683;L00286
Label_Propagation,Label_Propagation_207,2,0,0.0,False,L00293;L00311
Label_Propagation,Label_Propagation_208,2,0,0.0,False,L00833;L00296
Label_Propagation,Label_Propagation_209,2,0,0.0,False,L00298;L00451
Label_Propagation,Label_Propagation_210,2,0,0.0,False,L00299;L00722
Label_Propagation,Label_Propagation_211,1,0,0.0,False,L00300
Label_Propagation,Label_Propagation_212,12,0,0.0,False,L00328;L00861;L00332;L00434;L00809
Label_Propagation,Label_Propagation_213,3,0,0.0,False,L00304;L00858;L00726
Label_Propagation,Label_Propagation_214,2,0,0.0,False,L00401;L00305
Label_Propagation,Label_Propagation_215,2,0,0.0,False,L00308;L00610
Label_Propagation,Label_Propagation_216,2,0,0.0,False,L00309;L00853
Label_Propagation,Label_Propagation_217,6,0,0.0,False,L00315;L00340;L00923;L00443;L00710
Label_Propagation,Label_Propagation_218,2,0,0.0,False,L00820;L00322
Label_Propagation,Label_Propagation_219,2,0,0.0,False,L00323;L00352
Label_Propagation,Label_Propagation_220,2,0,0.0,False,L00324;L00670
Label_Propagation,Label_Propagation_221,2,0,0.0,False,L00325;L00510
Label_Propagation,Label_Propagation_222,1,0,0.0,False,L00329
Label_Propagation,Label_Propagation_223,2,0,0.0,False,L00334;L00420
Label_Propagation,Label_Propagation_224,2,0,0.0,False,L00709;L00341
Label_Propagation,Label_Propagation_225,2,0,0.0,False,L00343;L00544
Label_Propagation,Label_Propagation_226,2,0,0.0,False,L00631;L00344
Label_Propagation,Label_Propagation_227,2,0,0.0,False,L00345;L00437
Label_Propagation,Label_Propagation_228,2,0,0.0,False,L00868;L00348
Label_Propagation,Label_Propagation_229,2,0,0.0,False,L00826;L00354
Label_Propagation,Label_Propagation_230,3,0,0.0,False,L00356;L00917;L00665
Label_Propagation,Label_Propagation_231,2,0,0.0,False,L00369;L00784
Label_Propagation,Label_Propagation_232,3,0,0.0,False,L00647;L00371;L00849
Label_Propagation,Label_Propagation_233,2,0,0.0,False,L00375;L00460
Label_Propagation,Label_Propagation_234,2,0,0.0,False,L00388;L00626
Label_Propagation,Label_Propagation_235,3,0,0.0,False,L00418;L00390;L00977
Label_Propagation,Label_Propagation_236,2,0,0.0,False,L00925;L00393
Label_Propagation,Label_Propagation_237,6,0,0.0,False,L00394;L00701;L00541;L00690;L00502
Label_Propagation,Label_Propagation_238,4,0,0.0,False,L00720;L00396;L00548;L00760
Label_Propagation,Label_Propagation_239,1,0,0.0,False,L00397
Label_Propagation,Label_Propagation_240,2,0,0.0,False,L00707;L00400
Label_Propagation,Label_Propagation_241,2,0,0.0,False,L00570;L00404
Label_Propagation,Label_Propagation_242,4,0,0.0,False,L00926;L00887;L00825;L00408
Label_Propagation,Label_Propagation_243,5,0,0.0,False,L00455;L00532;L00414;L00969;L00476
