iter	Logloss
136	0.0004833794692
137	0.0004791974145
138	0.0004744435058
139	0.0004709687303
140	0.0004635192016
141	0.0004599519512
142	0.0004547516651
143	0.0004514626282
144	0.0004482621656
145	0.0004434187184
146	0.0004395035698
147	0.0004347235403
148	0.0004321258734
149	0.0004288573037
150	0.0004259059534
151	0.0004228549407
152	0.0004198340809
153	0.0004163600066
154	0.0004137416535
155	0.0004103569862
156	0.0004072205985
157	0.0004028431633
158	0.0003998278695
159	0.000396124668
160	0.0003932309063
161	0.0003903501174
162	0.0003875813502
163	0.0003841271295
164	0.0003810814198
165	0.0003786168116
166	0.0003759625203
167	0.0003736686181
168	0.0003711346318
169	0.0003687808619
170	0.0003659368
171	0.0003634233685
172	0.0003608973368
173	0.0003582370632
174	0.0003558045363
175	0.000353455434
176	0.0003510276403
177	0.0003488316475
178	0.0003464102526
179	0.0003441902425
180	0.0003418182625
181	0.000339529488
182	0.0003372535329
183	0.0003356469905
184	0.0003338042428
185	0.0003314542639
186	0.0003297188703
187	0.0003274099792
188	0.000325845423
189	0.0003243100117
190	0.0003227413577
191	0.0003211311558
192	0.0003191013327
193	0.0003170022851
194	0.0003150872886
195	0.0003135371734
196	0.0003115067149
197	0.0003096908769
198	0.0003077847335
199	0.0003059938988
200	0.000304080524
201	0.0003022445256
202	0.0003004614045
203	0.0002987797208
204	0.0002987809698
205	0.0002970435164
206	0.000295448873
207	0.0002936438383
208	0.0002919256687
209	0.000291929657
210	0.0002914589556
211	0.0002910870401
212	0.0002899754792
213	0.0002899837845
214	0.0002894697163
215	0.0002884607105
216	0.0002872923718
217	0.0002872568939
218	0.000287264454
219	0.0002863626051
220	0.0002863657606
221	0.0002847086857
222	0.000283633304
223	0.0002820651102
224	0.0002809527604
225	0.0002809419351
226	0.0002800980912
227	0.000280089764
228	0.0002788854434
229	0.0002782047891
230	0.0002771987196
231	0.0002771775074
232	0.00027714341
233	0.0002763794406
234	0.000276383407
235	0.0002754291629
236	0.0002742283704
237	0.0002733818091
238	0.0002724555266
239	0.0002714089173
240	0.0002714020803
241	0.0002709244761
242	0.0002706177314
243	0.0002706176656
244	0.0002694394001
245	0.0002688765964
246	0.0002682402511
247	0.0002682384761
248	0.0002682338962
249	0.0002682351672
250	0.000268225065
251	0.0002682305434
252	0.0002682336113
253	0.0002682133633
254	0.0002670939573
255	0.0002670827157
256	0.0002667499816
257	0.0002658623545
258	0.0002658235238
259	0.0002655026667
260	0.000264498942
261	0.0002633593538
262	0.0002625080373
263	0.00026241519
264	0.0002614371917
265	0.0002601657282
266	0.0002593305838
267	0.0002584127161
268	0.0002584030085
269	0.0002581645461
270	0.0002571340869
271	0.0002561247086
272	0.0002550967695
273	0.0002550649731
274	0.0002543988692
275	0.0002536150243
276	0.0002526973319
277	0.0002516885014
278	0.0002506709055
279	0.000249787683
280	0.0002490840414
281	0.0002484770163
282	0.0002476458602
283	0.0002468609854
284	0.0002468634178
285	0.0002462308635
286	0.0002462321783
287	0.0002453395987
288	0.0002444506349
289	0.0002436155782
290	0.0002432227135
291	0.0002428149038
292	0.0002426143955
293	0.0002420168808
294	0.000241398899
295	0.000240610277
296	0.0002398341237
297	0.0002392208752
298	0.0002388889956
299	0.0002388903762
300	0.0002388912965
301	0.0002388852922
302	0.000238876746
303	0.0002388857305
304	0.0002388768117
305	0.0002388799453
306	0.0002388797043
307	0.0002388740287
308	0.0002388743793
309	0.0002388746861
310	0.0002388615599
311	0.00023886763
312	0.0002388609683
313	0.0002388601356
314	0.000238871421
315	0.0002388651757
316	0.0002388637513
317	0.0002388503402
318	0.0002380651148
319	0.0002375694759
320	0.0002368591945
321	0.0002363060765
322	0.0002356641214
323	0.0002351835151
324	0.0002344418536
325	0.0002338542219
326	0.0002333507818
327	0.0002329907654
328	0.000232972643
329	0.0002329629572
330	0.0002329502912
331	0.0002326740938
332	0.0002322702066
333	0.0002316431088
334	0.0002316129558
335	0.0002310339581
336	0.0002307707773
337	0.0002301784561
338	0.0002301759141
339	0.0002301631167
340	0.0002301539568
341	0.0002301502315
342	0.0002298118656
343	0.0002292404061
344	0.0002292510341
345	0.0002288214424
346	0.0002287058708
347	0.0002283002524
348	0.0002282873453
349	0.0002282828531
350	0.0002282741973
351	0.0002276822486
352	0.0002273355118
353	0.0002269410035
354	0.0002269410035
355	0.0002269410035
356	0.0002269410035
357	0.0002269410035
358	0.0002269410035
359	0.0002269410035
360	0.0002269410035
361	0.000226940872
362	0.0002269523547
363	0.0002269318875
364	0.0002265211414
365	0.0002262696843
366	0.0002258659724
367	0.0002254768549
368	0.0002254186965
369	0.0002248168649
370	0.0002241911695
371	0.0002241503228
372	0.0002236317624
373	0.0002231390818
374	0.0002231416457
375	0.0002231448889
376	0.0002225082806
377	0.0002218972892
378	0.0002218996339
379	0.0002218947253
380	0.0002219014527
381	0.0002218745211
382	0.0002218848642
383	0.0002218687359
384	0.000221713457
385	0.0002214061863
386	0.0002214067561
387	0.0002208290074
388	0.0002208172179
389	0.0002208129229
390	0.0002208009143
391	0.0002208020319
392	0.0002207925434
393	0.0002207836246
394	0.0002207765684
395	0.0002207814771
396	0.0002207706299
397	0.0002207726021
398	0.0002207768095
399	0.0002207724925
400	0.0002207707833
401	0.0002205693327
402	0.0002205732114
403	0.0002202042762
404	0.0002197052188
405	0.0002195920576
406	0.0002195903045
407	0.0002193924478
408	0.0002187942319
409	0.0002187877893
410	0.0002184458296
411	0.0002179035588
412	0.000217914669
413	0.0002179103301
414	0.000217913135
415	0.0002173789722
416	0.000217368892
417	0.0002173654735
418	0.0002173673362
419	0.0002173509668
420	0.0002173509668
421	0.0002173509668
422	0.0002173509668
423	0.0002173509668
424	0.0002173449625
425	0.000217328133
426	0.0002173238379
427	0.0002173238379
428	0.0002173238379
429	0.0002173238379
430	0.0002173178774
431	0.0002173218657
432	0.000217328374
433	0.0002173203975
434	0.0002173185787
435	0.000217298243
436	0.000217298243
437	0.000217204037
438	0.0002169363639
439	0.0002166021396
440	0.0002162085736
441	0.0002162037527
442	0.0002161878654
443	0.0002161921824
444	0.000216185696
445	0.000216179604
446	0.0002161855645
447	0.000216175572
448	0.0002161734683
449	0.0002161757692
450	0.0002161733806
451	0.0002160633969
452	0.0002160635722
453	0.0002160592333
454	0.0002160648213
455	0.0002157348482
456	0.0002157353522
457	0.0002157127813
458	0.0002156972666
459	0.0002156938481
460	0.0002156854114
461	0.0002156715621
462	0.0002156560474
463	0.0002156452878
464	0.0002156306277
465	0.0002156311317
466	0.0002156088019
467	0.0002153870814
468	0.000215378053
469	0.0002150166999
470	0.0002150219591
471	0.0002150072771
472	0.0002150028944
473	0.0002148170682
474	0.0002144309528
475	0.0002144123701
476	0.0002140743987
477	0.0002136857413
478	0.0002136874944
479	0.0002136822133
480	0.0002136872314
481	0.000213683024
482	0.0002136840759
483	0.0002136864864
484	0.0002136897734
485	0.0002136818188
486	0.0002136786633
487	0.0002136760775
488	0.0002136788386
489	0.000213669613
490	0.0002136767349
491	0.0002136715195
492	0.0002136710374
493	0.0002136716948
494	0.0002136671587
495	0.0002136655152
496	0.000213672396
497	0.0002136778525
498	0.0002136661726
499	0.0002135674305
