account_id,risk_label,txn_count,velocity_per_hour,total_sent,total_received,pass_through_ratio,io_ratio,unique_senders,unique_receivers,avg_txn_amount,max_txn_amount,income_mismatch,account_age_days,kyc_match_score,device_shared_count,is_in_syndicate,dormancy_burst_score,beneficiary_churn_rate,structuring_score
M00026,1,33,1.375,310000.0,1304996.0,0.23754862083868455,4.209664516129032,13,3,48939.27272727273,101000.0,79.71875381795968,19.0,0.69,5,1,0.0,0.0,0.0
M00027,1,36,1.5,275000.0,1274495.0,0.21577173704094563,4.634527272727273,17,4,43041.52777777778,101000.0,53.250396924876746,14.0,0.42,5,1,0.0,0.0,0.0
M00028,1,16,0.6666666666666666,175000.0,326497.0,0.5359926737458537,1.865697142857143,5,3,31343.5625,96000.0,37.40799725022915,3.0,0.66,5,1,0.14285714285714285,0.3333333333333333,0.0
M00029,1,13,0.5416666666666666,245000.0,185000.0,1.3243243243243243,0.7551020408163265,3,3,33076.92307692308,60000.0,12.098620103328756,16.0,0.66,5,1,0.08333333333333333,0.0,0.0
M00030,1,12,0.5,100000.0,401499.0,0.24906662283094105,4.01499,6,2,41791.583333333336,95500.0,21.880054495912805,8.0,0.37,5,1,0.0,0.0,0.0
M00031,1,5,0.20833333333333334,120000.0,126000.0,0.9523809523809523,1.05,2,2,49200.0,76000.0,13.630463003028991,60.0,0.53,5,1,0.0,0.0,0.0
M00032,1,37,1.5416666666666667,345000.0,1153994.0,0.2989616930417316,3.3449101449275362,12,4,40513.35135135135,100999.0,135.4771073021836,64.0,0.48,5,1,0.0,0.0,0.0
M00033,1,20,0.8333333333333334,305000.0,545998.0,0.5586101047989187,1.7901573770491803,9,4,42549.9,100000.0,44.260538261997404,84.0,0.54,5,1,0.0,0.0,0.0
M00034,1,42,1.75,360000.0,1891492.0,0.1903259437523394,5.254144444444444,21,4,53606.95238095238,101000.0,81.54037159977584,35.0,0.63,5,1,0.0,0.0,0.0
M00035,1,58,2.4166666666666665,85000.0,2384486.0,0.03564709543272638,28.052776470588235,32,2,42577.34482758621,101000.0,255.73637923637924,47.0,0.67,5,1,0.0,0.0,0.0
M00036,1,13,0.5416666666666666,120000.0,598999.0,0.20033422426414735,4.9916583333333335,5,2,55307.61538461538,96000.0,42.712421563034795,5.0,0.31,6,1,0.0,0.0,0.0
M00037,1,10,0.4166666666666667,145000.0,372999.0,0.38874098858173883,2.572406896551724,6,2,51799.9,95999.0,18.6555466639992,49.0,0.45,6,1,0.0,0.0,0.0
M00038,1,6,0.25,50000.0,216500.0,0.23094688221709006,4.33,5,1,44416.666666666664,75500.0,10.110208274960307,59.0,0.64,6,1,0.0,0.0,0.0
M00039,1,7,0.2916666666666667,140000.0,100000.0,1.4,0.7142857142857143,3,3,34285.71428571428,60000.0,10.862480990658266,1.0,0.31,6,1,0.0,0.0,0.0
M00040,1,22,0.9166666666666666,60000.0,810995.0,0.07398319348454677,13.516583333333333,13,2,39590.681818181816,100500.0,33.866246293899025,69.0,0.7,6,1,0.0,0.0,0.0
M00041,1,18,0.75,205000.0,609997.0,0.3360672265601306,2.9755951219512196,14,3,45277.61111111111,96000.0,28.24714054179208,53.0,0.68,6,1,0.0,0.0,0.0
M00042,1,15,0.625,155000.0,305497.0,0.5073699578064597,1.9709483870967741,8,4,30699.8,95999.0,25.40726879574185,78.0,0.38,6,1,0.0,0.0,0.0
M00043,1,34,1.4166666666666667,170000.0,1471998.0,0.1154892873495752,8.658811764705883,18,3,48294.05882352941,100999.0,78.51493492639214,4.0,0.39,6,1,0.0625,0.0,0.0
M00044,1,4,0.16666666666666666,0.0,145500.0,0.0,0.0,3,0,36375.0,60000.0,9.1102623505103,72.0,0.31,6,1,0.0,0.0,0.0
M00045,1,28,1.1666666666666667,65000.0,1467997.0,0.04427801964172951,22.58456923076923,15,2,54749.892857142855,100999.0,67.85287728218165,3.0,0.51,6,1,0.0,0.0,0.0
M00046,1,15,0.625,60000.0,689998.0,0.08695677378775012,11.499966666666667,7,1,49999.86666666667,100000.0,33.38161586840832,5.0,0.34,6,1,0.0,0.0,0.0
M00047,1,18,0.75,25000.0,556997.0,0.0448835451537441,22.27988,10,1,32333.166666666668,95999.0,27.097883726587206,47.0,0.47,6,1,0.0,0.0,0.0
M00048,1,19,0.7916666666666666,160000.0,591995.0,0.2702725529776434,3.69996875,10,3,39578.68421052631,100999.0,58.141327833431546,75.0,0.39,6,1,0.05555555555555555,0.0,0.0
M00049,1,16,0.6666666666666666,200000.0,449999.0,0.4444454321009602,2.249995,7,4,40624.9375,101000.0,24.742893275416506,38.0,0.54,6,1,0.0,0.0,0.0
M00050,1,10,0.4166666666666667,95000.0,207999.0,0.456732965062332,2.1894631578947368,4,3,30299.9,50999.0,15.32446769321447,51.0,0.66,6,1,0.1111111111111111,0.3333333333333333,0.0
M00051,1,53,2.2083333333333335,100000.0,2301491.0,0.043450093873927814,23.01491,28,1,45311.15094339623,101000.0,180.25462092731829,88.0,0.66,6,1,0.019230769230769232,1.0,0.0
M00052,1,13,0.5416666666666666,125000.0,454997.0,0.27472708611265567,3.639976,6,3,44615.153846153844,100000.0,43.944079582769945,81.0,0.68,6,1,0.0,0.0,0.0
M00053,1,26,1.0833333333333333,220000.0,1212996.0,0.18136910591626024,5.513618181818182,12,3,55115.230769230766,101000.0,133.88476821192052,74.0,0.61,6,1,0.04,0.0,0.0
M00054,1,18,0.75,60000.0,672994.0,0.08915384089605553,11.216566666666667,10,2,40721.88888888889,100999.0,50.74986803408491,6.0,0.5,6,1,0.0,0.0,0.0
M00055,1,8,0.3333333333333333,15000.0,222498.0,0.06741633632661867,14.8332,4,1,29687.25,50000.0,22.11050382589685,75.0,0.33,6,1,0.14285714285714285,1.0,0.0
M00056,1,33,1.375,195000.0,1454993.0,0.13402126333253836,7.461502564102564,21,2,49999.78787878788,101000.0,79.70817355100252,75.0,0.36,6,1,0.0,0.0,0.0
M00057,1,11,0.4583333333333333,175000.0,301499.0,0.5804331025973553,1.7228514285714285,5,4,43318.09090909091,100000.0,13.710732150977718,56.0,0.46,6,1,0.1,0.25,0.0
M00058,1,12,0.5,125000.0,245498.0,0.509169117467352,1.963984,6,3,30874.833333333332,75000.0,22.162859980139025,32.0,0.37,6,1,0.0,0.0,0.0
M00059,1,17,0.7083333333333334,100000.0,1051500.0,0.0951022349025202,10.515,8,2,67735.29411764706,101000.0,77.53281226957675,5.0,0.44,6,1,0.0,0.0,0.0
M00060,1,6,0.25,35000.0,235000.0,0.14893617021276595,6.714285714285714,3,1,45000.0,75000.0,15.286541338710727,70.0,0.35,6,1,0.0,0.0,0.0
M00061,1,31,1.2916666666666667,175000.0,1232492.0,0.1419887512454442,7.0428114285714285,16,3,45402.967741935485,100000.0,92.79415750639964,34.0,0.35,5,1,0.0,0.0,0.0
M00062,1,42,1.75,270000.0,1866489.0,0.144656625353806,6.912922222222222,21,4,50868.78571428572,100999.0,103.4237823460963,26.0,0.62,5,1,0.0,0.0,0.0
M00063,1,25,1.0416666666666667,195000.0,648494.0,0.3006966911027704,3.3256102564102563,9,3,33739.76,95999.0,80.63839840835612,63.0,0.45,5,1,0.0,0.0,0.0
M00064,1,10,0.4166666666666667,90000.0,301000.0,0.29900332225913623,3.3444444444444446,5,3,39100.0,60000.0,27.481055418606775,8.0,0.6,5,1,0.0,0.0,0.0
M00065,1,11,0.4583333333333333,305000.0,150000.0,2.033333333333333,0.4918032786885246,3,4,41363.63636363636,60000.0,8.383166601464259,56.0,0.49,5,1,0.0,0.0,0.0
M00066,1,14,0.5833333333333334,105000.0,418500.0,0.25089605734767023,3.9857142857142858,6,3,37392.857142857145,101000.0,46.510335630140034,88.0,0.59,5,1,0.0,0.0,0.0
M00067,1,32,1.3333333333333333,135000.0,1383497.0,0.09757881657856865,10.248125925925926,17,2,47453.03125,101000.0,64.31280215693566,7.0,0.57,5,1,0.03225806451612903,0.5,0.0
M00068,1,14,0.5833333333333334,60000.0,779998.0,0.07692327416224144,12.999966666666667,10,2,59999.857142857145,95500.0,47.20965984747609,18.0,0.48,5,1,0.0,0.0,0.0
M00069,1,47,1.9583333333333333,175000.0,1782989.0,0.09814979228699672,10.18850857142857,24,3,41659.34042553192,101000.0,163.32224970229916,89.0,0.59,5,1,0.0,0.0,0.0
M00070,1,51,2.125,30000.0,2353985.0,0.012744346289377375,78.46616666666667,28,2,46744.80392156863,101000.0,177.79342900302115,17.0,0.38,5,1,0.0,0.0,0.0
M00071,1,6,0.25,15000.0,120999.0,0.12396796667741056,8.0666,4,1,22666.5,40000.0,7.76430954825462,17.0,0.44,6,1,0.0,0.0,0.0
M00072,1,12,0.5,200000.0,305999.0,0.6535969071794352,1.529995,5,4,42166.583333333336,60000.0,18.44033988188502,18.0,0.33,6,1,0.09090909090909091,0.25,0.0
M00073,1,17,0.7083333333333334,95000.0,535999.0,0.1772391366401803,5.642094736842105,7,4,37117.58823529412,100000.0,31.470115077501173,8.0,0.53,6,1,0.0,0.0,0.0
M00074,1,14,0.5833333333333334,190000.0,402998.0,0.47146635963453914,2.121042105263158,6,4,42357.0,95500.0,22.74126742283167,6.0,0.66,6,1,0.0,0.0,0.0
M00075,1,21,0.875,145000.0,917995.0,0.15795293002685198,6.331,14,4,50618.80952380953,100999.0,51.88464364437913,59.0,0.69,6,1,0.0,0.0,0.0
M00076,1,29,1.2083333333333333,110000.0,1294995.0,0.08494241290506913,11.772681818181818,14,2,48448.10344827586,101000.0,93.52845587173191,22.0,0.39,6,1,0.0,0.0,0.0
M00077,1,10,0.4166666666666667,35000.0,346998.0,0.10086513466936409,9.914228571428572,5,1,38199.8,60000.0,16.60754283526371,75.0,0.34,6,1,0.0,0.0,0.0
M00078,1,41,1.7083333333333333,320000.0,1252992.0,0.25538870160384103,3.9156,22,4,38365.65853658537,96000.0,76.4345757335448,9.0,0.33,6,1,0.0,0.0,0.0
M00079,1,13,0.5416666666666666,200000.0,417500.0,0.47904191616766467,2.0875,5,4,47500.0,96000.0,18.683433276649065,36.0,0.7,6,1,0.0,0.0,0.0
M00080,1,29,1.2083333333333333,50000.0,1105990.0,0.04520836535592546,22.1198,15,1,39861.724137931036,100999.0,52.481256524627504,75.0,0.65,6,1,0.0,0.0,0.0
M00081,1,19,0.7916666666666666,160000.0,627998.0,0.2547778814582212,3.9249875,9,3,41473.57894736842,100999.0,32.21163315551908,51.0,0.63,6,1,0.0,0.0,0.0
M00082,1,14,0.5833333333333334,160000.0,314998.0,0.5079397329506854,1.9687375,7,3,33928.42857142857,101000.0,15.507975580937376,26.0,0.41,6,1,0.0,0.0,0.0
M00083,1,25,1.0416666666666667,260000.0,633496.0,0.4104209024208519,2.436523076923077,11,5,35739.84,100500.0,39.2938841334822,68.0,0.47,6,1,0.041666666666666664,0.2,0.0
M00084,1,11,0.4583333333333333,100000.0,418500.0,0.23894862604540024,4.185,8,3,47136.36363636364,100500.0,20.631008134089228,47.0,0.58,6,1,0.0,0.0,0.0
M00085,1,12,0.5,110000.0,357000.0,0.3081232492997199,3.2454545454545456,5,2,38916.666666666664,96000.0,27.187571395933286,11.0,0.67,6,1,0.0,0.0,0.0
M00086,1,64,2.6666666666666665,60000.0,2845475.0,0.02108611040335972,47.42458333333333,32,2,45398.046875,101000.0,280.31474731553544,6.0,0.43,6,1,0.015873015873015872,0.0,0.0
M00087,1,18,0.75,100000.0,885995.0,0.11286745410527148,8.85995,13,2,54777.5,101000.0,46.74448665189406,44.0,0.38,6,1,0.058823529411764705,0.0,0.0
M00088,1,24,1.0,0.0,1110996.0,0.0,0.0,18,0,46291.5,101000.0,55.0979964292799,63.0,0.57,6,1,0.0,0.0,0.0
M00089,1,19,0.7916666666666666,25000.0,1188495.0,0.02103500645774698,47.5398,9,1,63868.15789473684,101000.0,57.39026510212951,24.0,0.54,6,1,0.0,0.0,0.0
M00090,1,14,0.5833333333333334,75000.0,661500.0,0.11337868480725624,8.82,9,2,52607.142857142855,100000.0,28.219785845313766,69.0,0.63,6,1,0.2727272727272727,0.0,0.0
M00091,1,29,1.2083333333333333,120000.0,1441492.0,0.08324708010866519,12.012433333333334,19,2,53844.55172413793,101000.0,132.24697247706422,75.0,0.68,6,1,0.0,0.0,0.0
M00092,1,5,0.20833333333333334,30000.0,137998.0,0.21739445499210133,4.599933333333333,2,2,33599.6,76000.0,15.735233751425314,40.0,0.59,6,1,0.0,0.0,0.0
M00093,1,16,0.6666666666666666,145000.0,714497.0,0.20293997035676847,4.927565517241379,6,2,53718.5625,101000.0,63.64095484100828,11.0,0.62,6,1,0.06666666666666667,0.5,0.0
M00094,1,17,0.7083333333333334,60000.0,627997.0,0.09554185768403352,10.466616666666667,9,2,40470.41176470588,100999.0,53.34667006455997,85.0,0.37,6,1,0.0,0.0,0.0
M00095,1,10,0.4166666666666667,135000.0,246500.0,0.5476673427991886,1.825925925925926,5,4,38150.0,60000.0,11.186240697041205,62.0,0.44,6,1,0.0,0.0,0.0
M00096,1,26,1.0833333333333333,115000.0,1049996.0,0.10952422675895908,9.1304,12,3,44807.53846153846,100999.0,54.064981205911124,40.0,0.48,5,1,0.0,0.0,0.0
M00097,1,37,1.5416666666666667,170000.0,1443491.0,0.11777004498122953,8.491123529411764,21,3,43607.86486486487,100999.0,96.10459387483355,38.0,0.52,5,1,0.0,0.0,0.0
M00098,1,21,0.875,110000.0,1074498.0,0.10237338738648187,9.768163636363637,9,2,56404.666666666664,100999.0,75.97383864809446,17.0,0.66,5,1,0.0,0.0,0.0
M00099,1,13,0.5416666666666666,185000.0,326000.0,0.5674846625766872,1.7621621621621621,5,3,39307.692307692305,96000.0,21.871855082187185,51.0,0.52,5,1,0.18181818181818182,0.3333333333333333,0.0
M00100,1,7,0.2916666666666667,100000.0,180500.0,0.554016620498615,1.805,4,2,40071.42857142857,60000.0,17.645908690976636,51.0,0.43,5,1,0.0,0.0,0.0
M00101,1,17,0.7083333333333334,270000.0,383998.0,0.7031286621284486,1.4222148148148148,5,3,38470.470588235294,101000.0,19.33135320177205,29.0,0.5,5,1,0.0625,0.0,0.0
M00102,1,33,1.375,40000.0,1303494.0,0.030686754215976445,32.58735,16,2,40711.93939393939,100500.0,100.36141053279951,29.0,0.36,5,1,0.03125,0.0,0.0
M00103,1,22,0.9166666666666666,170000.0,981998.0,0.17311644219234662,5.776458823529412,10,3,52363.545454545456,101000.0,87.11061829149295,55.0,0.36,5,1,0.0,0.0,0.0
M00104,1,43,1.7916666666666667,125000.0,1732491.0,0.0721504469575888,13.859928,23,3,43197.46511627907,101000.0,128.580302805403,5.0,0.65,5,1,0.0,0.0,0.0
M00105,1,49,2.0416666666666665,125000.0,2053486.0,0.06087209749664717,16.427888,27,2,44458.897959183676,101000.0,134.10082936067394,31.0,0.45,5,1,0.0,0.0,0.0
M00106,1,12,0.5,75000.0,306999.0,0.24430047003410435,4.09332,7,2,31833.25,60000.0,29.521973266660257,15.0,0.62,6,1,0.0,0.0,0.0
M00107,1,10,0.4166666666666667,205000.0,101499.0,2.019724332259431,0.4951170731707317,4,2,30649.9,60000.0,12.383967789165446,76.0,0.61,6,1,0.0,0.0,0.0
M00108,1,8,0.3333333333333333,150000.0,90000.0,1.6666666666666667,0.6,3,3,30000.0,60000.0,7.481918696483498,36.0,0.52,6,1,0.0,0.0,0.0
M00109,1,9,0.375,110000.0,236000.0,0.4661016949152542,2.1454545454545455,5,3,38444.444444444445,75000.0,17.506119724056077,11.0,0.68,6,1,0.125,0.0,0.0
M00110,1,19,0.7916666666666666,180000.0,653499.0,0.2754403602759912,3.63055,13,3,43868.36842105263,100500.0,28.22036533229693,23.0,0.48,6,1,0.0,0.0,0.0
M00111,1,27,1.125,145000.0,1131495.0,0.12814904175449296,7.803413793103449,15,2,47277.59259259259,100500.0,117.70467075834807,13.0,0.36,6,1,0.0,0.0,0.0
M00112,1,8,0.3333333333333333,60000.0,256999.0,0.23346394343946864,4.283316666666667,4,2,39624.875,76000.0,26.67071398920714,60.0,0.54,6,1,0.0,0.0,0.0
M00113,1,35,1.4583333333333333,115000.0,1734994.0,0.06628264996881833,15.086904347826087,18,3,52856.97142857143,101000.0,89.82159867467385,5.0,0.67,6,1,0.0,0.0,0.0
M00114,1,11,0.4583333333333333,95000.0,332500.0,0.2857142857142857,3.5,5,1,38863.63636363636,96000.0,22.485967403800636,31.0,0.54,6,1,0.0,0.0,0.0
M00115,1,36,1.5,125000.0,1471492.0,0.08494779448342227,11.771936,19,4,44347.0,101000.0,65.19392140357095,40.0,0.64,6,1,0.0,0.0,0.0
M00116,1,13,0.5416666666666666,35000.0,654998.0,0.05343527766496997,18.71422857142857,8,1,53076.769230769234,100500.0,59.64287015115644,21.0,0.37,6,1,0.0,0.0,0.0
M00117,1,22,0.9166666666666666,80000.0,804495.0,0.09944126439567678,10.0561875,12,3,40204.318181818184,101000.0,49.34946632315054,1.0,0.65,6,1,0.047619047619047616,0.0,0.0
M00118,1,32,1.3333333333333333,310000.0,1345492.0,0.23039899159563937,4.340296774193549,11,4,51734.125,101000.0,67.58549326903757,21.0,0.45,6,1,0.0,0.0,0.0
M00119,1,16,0.6666666666666666,50000.0,709998.0,0.07042273358516503,14.19996,11,1,47499.875,100500.0,53.23920215956809,57.0,0.3,6,1,0.0,0.0,0.0
M00120,1,10,0.4166666666666667,60000.0,311000.0,0.19292604501607716,5.183333333333334,6,1,37100.0,100000.0,13.659522136331693,25.0,0.65,6,1,0.0,0.0,0.0
M00121,1,51,2.125,85000.0,2172988.0,0.03911664491474412,25.564564705882354,28,3,44274.27450980392,100999.0,124.9274462458319,34.0,0.67,6,1,0.0,0.0,0.0
M00122,1,13,0.5416666666666666,50000.0,546497.0,0.09149181056803606,10.92994,10,1,45884.38461538462,100999.0,31.69384677840283,51.0,0.4,6,1,0.0,0.0,0.0
M00123,1,29,1.2083333333333333,145000.0,1130495.0,0.1282623983299351,7.79651724137931,14,3,43982.58620689655,100500.0,55.17839711050371,88.0,0.42,6,1,0.07407407407407407,0.6666666666666666,0.0
M00124,1,18,0.75,170000.0,572496.0,0.296945306168078,3.3676235294117647,9,3,41249.77777777778,100500.0,30.751248858570126,26.0,0.31,6,1,0.0,0.0,0.0
M00125,1,15,0.625,95000.0,595997.0,0.15939677548712494,6.273652631578948,7,2,46066.46666666667,100000.0,35.23065555358515,84.0,0.48,6,1,0.0,0.0,0.0
M00126,1,39,1.625,100000.0,1607493.0,0.06220866902686357,16.07493,22,3,43781.8717948718,101000.0,100.24276627587928,63.0,0.7,6,1,0.0,0.0,0.0
M00127,1,9,0.375,60000.0,323999.0,0.1851857567461628,5.399983333333333,7,1,42666.555555555555,95999.0,21.849012070942074,13.0,0.46,6,1,0.0,0.0,0.0
M00128,1,16,0.6666666666666666,110000.0,616498.0,0.178427180623457,5.604527272727273,8,2,45406.125,101000.0,55.781577994933045,62.0,0.38,6,1,0.06666666666666667,0.0,0.0
M00129,1,20,0.8333333333333334,150000.0,545997.0,0.2747267842131001,3.63998,10,3,34799.85,101000.0,31.37913793103448,30.0,0.63,6,1,0.0,0.0,0.0
M00130,1,8,0.3333333333333333,75000.0,217499.0,0.3448291716283753,2.8999866666666665,3,2,36562.375,76000.0,13.140345577573708,47.0,0.51,6,1,0.0,0.0,0.0
M00131,1,24,1.0,95000.0,1209497.0,0.07854504806543547,12.731547368421053,12,2,54354.041666666664,100999.0,125.36245854063019,38.0,0.61,5,1,0.0,0.0,0.0
M00132,1,47,1.9583333333333333,365000.0,1901989.0,0.1919043695836306,5.210928767123288,24,4,48233.8085106383,100999.0,136.1188721104988,55.0,0.68,5,1,0.0,0.0,0.0
M00133,1,25,1.0416666666666667,215000.0,881498.0,0.2439029924061087,4.099990697674419,11,3,43859.92,100500.0,104.852860711312,34.0,0.46,5,1,0.041666666666666664,0.0,0.0
M00134,1,10,0.4166666666666667,135000.0,261999.0,0.5152691422486345,1.9407333333333334,5,2,39699.9,60000.0,18.034072136563875,50.0,0.65,5,1,0.0,0.0,0.0
M00135,1,8,0.3333333333333333,80000.0,150000.0,0.5333333333333333,1.875,4,3,28750.0,60000.0,7.999573356087676,67.0,0.39,5,1,0.0,0.0,0.0
M00136,1,8,0.3333333333333333,50000.0,285000.0,0.17543859649122806,5.7,5,1,41875.0,60000.0,16.65497896213184,54.0,0.44,5,1,0.0,0.0,0.0
M00137,1,41,1.7083333333333333,295000.0,1933494.0,0.1525735275103,6.554216949152543,17,3,54353.51219512195,101000.0,162.60146329156504,8.0,0.34,5,1,0.0,0.0,0.0
M00138,1,18,0.75,160000.0,577497.0,0.27705771631714105,3.60935625,9,3,40972.055555555555,96000.0,40.22967607105538,46.0,0.63,5,1,0.0,0.0,0.0
M00139,1,37,1.5416666666666667,110000.0,1292990.0,0.08507413050371619,11.754454545454545,22,2,37918.64864864865,100500.0,98.07266383495146,85.0,0.46,5,1,0.0,0.0,0.0
M00140,1,52,2.1666666666666665,0.0,2365486.0,0.0,0.0,28,0,45490.11538461538,101000.0,208.8360554427474,74.0,0.33,5,1,0.0,0.0,0.0
M00141,1,10,0.4166666666666667,70000.0,333499.0,0.20989568184612248,4.764271428571429,4,2,40349.9,75500.0,22.62083700739334,19.0,0.53,6,1,0.0,0.0,0.0
M00142,1,13,0.5416666666666666,90000.0,433998.0,0.20737422753100246,4.8222,4,2,40307.53846153846,100000.0,32.45087483176312,47.0,0.55,6,1,0.0,0.0,0.0
M00143,1,5,0.20833333333333334,60000.0,55000.0,1.0909090909090908,0.9166666666666666,2,2,23000.0,35000.0,4.475183075671278,67.0,0.54,6,1,0.0,0.0,0.0
M00144,1,11,0.4583333333333333,125000.0,313498.0,0.3987266266451461,2.507984,5,3,39863.454545454544,95500.0,22.70901847156827,38.0,0.61,6,1,0.0,0.0,0.0
M00145,1,19,0.7916666666666666,95000.0,680998.0,0.13950114390938007,7.1684,10,3,40842.0,100500.0,69.2916157916158,86.0,0.61,6,1,0.0,0.0,0.0
M00146,1,20,0.8333333333333334,95000.0,709996.0,0.1338035707243421,7.473642105263158,12,2,40249.8,101000.0,34.13770554861044,59.0,0.66,6,1,0.0,0.0,0.0
M00147,1,17,0.7083333333333334,210000.0,428499.0,0.49008282399725556,2.0404714285714287,6,4,37558.76470588235,100500.0,25.70942581148377,81.0,0.41,6,1,0.0,0.0,0.0
M00148,1,43,1.7916666666666667,195000.0,1882489.0,0.10358626265545244,9.653789743589744,21,2,48313.6976744186,101000.0,88.13563369071586,73.0,0.36,6,1,0.023809523809523808,0.5,0.0
M00149,1,10,0.4166666666666667,135000.0,377998.0,0.3571447467976021,2.7999851851851854,3,3,51299.8,95999.0,19.83200419727177,58.0,0.66,6,1,0.0,0.0,0.0
M00150,1,22,0.9166666666666666,115000.0,823998.0,0.13956344554234354,7.1652,14,2,42681.72727272727,101000.0,83.35842185128983,70.0,0.67,6,1,0.0,0.0,0.0
