withdrawal_id,txn_id,atm_id,lat,long,amount_withdrawn,withdrawal_timestamp,cashout_pattern,withdrawal_hour
WTH_04753,TXN_02322,ATM_014,28.431876,77.035617,15000,2026-06-02 00:21:00,SYNDICATE_HUB,0
WTH_04754,TXN_02322,ATM_014,28.431876,77.035617,15000,2026-06-02 00:25:00,SYNDICATE_HUB,0
WTH_04755,TXN_02322,ATM_014,28.431876,77.035617,1000,2026-06-02 00:33:00,SYNDICATE_HUB,0
WTH_04751,TXN_02321,ATM_144,11.013157,76.96992,15000,2026-06-02 00:53:00,VICTIM_CITY,0
WTH_04752,TXN_02321,ATM_144,11.013157,76.96992,2500,2026-06-02 00:56:00,VICTIM_CITY,0
WTH_05175,TXN_02533,ATM_148,9.939768,76.25067,15000,2026-06-02 01:23:00,VICTIM_CITY,1
WTH_05176,TXN_02533,ATM_148,9.939768,76.25067,11000,2026-06-02 01:30:00,VICTIM_CITY,1
WTH_03754,TXN_01828,ATM_048,28.101158,76.96573,15000,2026-06-02 01:34:00,SYNDICATE_HUB,1
WTH_03755,TXN_01828,ATM_048,28.101158,76.96573,8000,2026-06-02 01:40:00,SYNDICATE_HUB,1
WTH_04756,TXN_02323,ATM_059,12.970489,77.557202,9500,2026-06-02 01:45:00,SYNDICATE_HUB,1
WTH_05177,TXN_02533,ATM_148,9.939768,76.25067,15000,2026-06-02 01:47:00,VICTIM_CITY,1
WTH_04757,TXN_02324,ATM_113,14.433161,80.008279,9000,2026-06-02 02:20:00,SYNDICATE_HUB,2
WTH_04758,TXN_02324,ATM_113,14.433161,80.008279,14500,2026-06-02 02:27:00,SYNDICATE_HUB,2
WTH_04759,TXN_02325,ATM_067,12.937606,77.609755,15000,2026-06-02 02:36:00,SYNDICATE_HUB,2
WTH_04760,TXN_02325,ATM_067,12.937606,77.609755,10500,2026-06-02 02:45:00,SYNDICATE_HUB,2
WTH_00770,TXN_00370,ATM_037,23.961927,86.827934,15000,2026-06-02 02:49:00,SYNDICATE_HUB,2
WTH_04443,TXN_02165,ATM_054,28.146724,76.998492,15000,2026-06-02 02:55:00,VICTIM_CITY,2
WTH_00771,TXN_00370,ATM_037,23.961927,86.827934,15000,2026-06-02 03:00:00,SYNDICATE_HUB,3
WTH_04444,TXN_02165,ATM_054,28.146724,76.998492,2500,2026-06-02 03:06:00,VICTIM_CITY,3
WTH_05178,TXN_02534,ATM_150,9.950709,76.282411,15000,2026-06-02 03:11:00,VICTIM_CITY,3
WTH_05179,TXN_02535,ATM_149,9.95279,76.274675,15000,2026-06-02 03:11:00,VICTIM_CITY,3
WTH_04445,TXN_02165,ATM_054,28.146724,76.998492,8000,2026-06-02 03:15:00,VICTIM_CITY,3
WTH_05181,TXN_02535,ATM_149,9.95279,76.274675,15000,2026-06-02 03:21:00,VICTIM_CITY,3
WTH_05180,TXN_02535,ATM_149,9.95279,76.274675,7000,2026-06-02 03:23:00,VICTIM_CITY,3
WTH_04446,TXN_02166,ATM_051,28.080693,76.986587,12000,2026-06-02 03:30:00,VICTIM_CITY,3
WTH_04447,TXN_02166,ATM_051,28.080693,76.986587,15000,2026-06-02 03:35:00,VICTIM_CITY,3
WTH_03756,TXN_01829,ATM_072,17.333561,78.492608,12000,2026-06-02 03:42:00,SYNDICATE_HUB,3
WTH_04449,TXN_02167,ATM_072,17.333561,78.492608,15000,2026-06-02 03:48:00,SYNDICATE_HUB,3
WTH_04448,TXN_02166,ATM_051,28.080693,76.986587,15000,2026-06-02 03:50:00,VICTIM_CITY,3
WTH_03757,TXN_01829,ATM_072,17.333561,78.492608,15000,2026-06-02 03:51:00,SYNDICATE_HUB,3
WTH_04450,TXN_02167,ATM_072,17.333561,78.492608,6500,2026-06-02 03:52:00,SYNDICATE_HUB,3
WTH_05182,TXN_02536,ATM_150,9.950709,76.282411,9000,2026-06-02 04:05:00,VICTIM_CITY,4
WTH_05183,TXN_02536,ATM_150,9.950709,76.282411,15000,2026-06-02 04:09:00,VICTIM_CITY,4
WTH_03758,TXN_01830,ATM_033,23.9755,86.8246,10500,2026-06-02 04:26:00,SYNDICATE_HUB,4
WTH_05184,TXN_02536,ATM_150,9.950709,76.282411,15000,2026-06-02 04:29:00,VICTIM_CITY,4
WTH_03340,TXN_01623,ATM_050,28.109102,76.990308,9000,2026-06-02 05:07:00,SYNDICATE_HUB,5
WTH_03334,TXN_01621,ATM_088,13.090447,80.293861,15000,2026-06-02 05:08:00,SYNDICATE_HUB,5
WTH_03335,TXN_01621,ATM_088,13.090447,80.293861,15000,2026-06-02 05:13:00,SYNDICATE_HUB,5
WTH_04761,TXN_02326,ATM_147,11.002655,76.97619,15000,2026-06-02 05:14:00,VICTIM_CITY,5
WTH_03336,TXN_01621,ATM_088,13.090447,80.293861,11500,2026-06-02 05:16:00,SYNDICATE_HUB,5
WTH_04762,TXN_02326,ATM_147,11.002655,76.97619,1500,2026-06-02 05:18:00,VICTIM_CITY,5
WTH_01043,TXN_00503,ATM_065,12.974789,77.578489,3500,2026-06-02 05:35:00,SYNDICATE_HUB,5
WTH_03337,TXN_01622,ATM_049,28.114922,77.000221,6500,2026-06-02 05:35:00,SYNDICATE_HUB,5
WTH_01044,TXN_00503,ATM_065,12.974789,77.578489,15000,2026-06-02 05:41:00,SYNDICATE_HUB,5
WTH_03338,TXN_01622,ATM_049,28.114922,77.000221,15000,2026-06-02 05:46:00,SYNDICATE_HUB,5
WTH_04451,TXN_02168,ATM_119,14.402097,79.990229,15000,2026-06-02 05:49:00,SYNDICATE_HUB,5
WTH_05185,TXN_02537,ATM_060,13.00817,77.618662,11500,2026-06-02 05:49:00,SYNDICATE_HUB,5
WTH_03339,TXN_01622,ATM_049,28.114922,77.000221,15000,2026-06-02 05:59:00,SYNDICATE_HUB,5
WTH_05187,TXN_02537,ATM_060,13.00817,77.618662,15000,2026-06-02 05:59:00,SYNDICATE_HUB,5
WTH_04452,TXN_02168,ATM_119,14.402097,79.990229,8500,2026-06-02 06:01:00,SYNDICATE_HUB,6
WTH_05186,TXN_02537,ATM_060,13.00817,77.618662,3500,2026-06-02 06:01:00,SYNDICATE_HUB,6
WTH_03341,TXN_01624,ATM_070,12.997633,77.555212,15000,2026-06-02 06:52:00,SYNDICATE_HUB,6
WTH_03342,TXN_01624,ATM_070,12.997633,77.555212,6000,2026-06-02 06:56:00,SYNDICATE_HUB,6
WTH_04453,TXN_02169,ATM_020,28.503624,77.395725,15000,2026-06-02 07:01:00,SYNDICATE_HUB,7
WTH_04454,TXN_02169,ATM_020,28.503624,77.395725,6000,2026-06-02 07:05:00,SYNDICATE_HUB,7
WTH_03343,TXN_01625,ATM_037,23.961927,86.827934,15000,2026-06-02 07:11:00,SYNDICATE_HUB,7
WTH_04455,TXN_02169,ATM_020,28.503624,77.395725,15000,2026-06-02 07:15:00,SYNDICATE_HUB,7
WTH_03344,TXN_01625,ATM_037,23.961927,86.827934,15000,2026-06-02 07:20:00,SYNDICATE_HUB,7
WTH_04458,TXN_02171,ATM_046,28.110942,77.014373,13000,2026-06-02 09:14:00,SYNDICATE_HUB,9
WTH_04456,TXN_02170,ATM_005,28.448233,77.039621,7500,2026-06-02 09:31:00,SYNDICATE_HUB,9
WTH_04457,TXN_02170,ATM_005,28.448233,77.039621,15000,2026-06-02 09:34:00,SYNDICATE_HUB,9
WTH_04459,TXN_02172,ATM_018,28.555241,77.3617,3500,2026-06-02 11:17:00,SYNDICATE_HUB,11
WTH_04460,TXN_02172,ATM_018,28.555241,77.3617,15000,2026-06-02 11:26:00,SYNDICATE_HUB,11
WTH_04461,TXN_02173,ATM_047,28.094959,76.988447,10500,2026-06-02 12:10:00,SYNDICATE_HUB,12
WTH_03592,TXN_01750,ATM_034,23.961348,86.818957,15000,2026-06-02 16:25:00,VICTIM_CITY,16
WTH_02560,TXN_01250,ATM_051,28.080693,76.986587,2500,2026-06-02 16:27:00,SYNDICATE_HUB,16
WTH_02300,TXN_01124,ATM_108,13.130656,78.144644,15000,2026-06-02 16:33:00,VICTIM_CITY,16
WTH_03594,TXN_01750,ATM_034,23.961348,86.818957,8000,2026-06-02 16:33:00,VICTIM_CITY,16
WTH_02561,TXN_01250,ATM_051,28.080693,76.986587,14500,2026-06-02 16:34:00,SYNDICATE_HUB,16
WTH_03593,TXN_01750,ATM_034,23.961348,86.818957,6000,2026-06-02 16:36:00,VICTIM_CITY,16
WTH_02562,TXN_01250,ATM_051,28.080693,76.986587,15000,2026-06-02 16:37:00,SYNDICATE_HUB,16
WTH_03595,TXN_01751,ATM_066,12.921979,77.596794,15000,2026-06-02 17:14:00,SYNDICATE_HUB,17
WTH_02160,TXN_01054,ATM_134,22.618308,88.323856,6500,2026-06-02 17:24:00,VICTIM_CITY,17
WTH_03596,TXN_01751,ATM_066,12.921979,77.596794,13500,2026-06-02 17:26:00,SYNDICATE_HUB,17
WTH_02161,TXN_01054,ATM_134,22.618308,88.323856,11000,2026-06-02 17:27:00,VICTIM_CITY,17
WTH_03597,TXN_01752,ATM_028,28.560244,77.413351,15000,2026-06-02 17:42:00,SYNDICATE_HUB,17
WTH_03598,TXN_01752,ATM_028,28.560244,77.413351,12500,2026-06-02 17:45:00,SYNDICATE_HUB,17
WTH_03599,TXN_01752,ATM_028,28.560244,77.413351,15000,2026-06-02 17:56:00,SYNDICATE_HUB,17
WTH_02563,TXN_01251,ATM_089,13.083064,80.311399,14500,2026-06-02 18:05:00,SYNDICATE_HUB,18
WTH_02163,TXN_01056,ATM_105,13.143941,78.194144,2000,2026-06-02 18:45:00,SYNDICATE_HUB,18
WTH_02162,TXN_01055,ATM_039,23.963893,86.798116,15000,2026-06-02 18:47:00,SYNDICATE_HUB,18
WTH_02164,TXN_01056,ATM_105,13.143941,78.194144,4500,2026-06-02 18:48:00,SYNDICATE_HUB,18
WTH_02165,TXN_01056,ATM_105,13.143941,78.194144,15000,2026-06-02 18:57:00,SYNDICATE_HUB,18
WTH_03324,TXN_01615,ATM_097,13.088695,80.235819,15000,2026-06-02 20:11:00,SYNDICATE_HUB,20
WTH_03600,TXN_01753,ATM_033,23.9755,86.8246,15000,2026-06-02 20:15:00,VICTIM_CITY,20
WTH_03601,TXN_01753,ATM_033,23.9755,86.8246,15000,2026-06-02 20:19:00,VICTIM_CITY,20
WTH_03325,TXN_01615,ATM_097,13.088695,80.235819,4000,2026-06-02 20:22:00,SYNDICATE_HUB,20
WTH_03327,TXN_01616,ATM_068,12.942178,77.644198,15000,2026-06-02 20:22:00,SYNDICATE_HUB,20
WTH_03326,TXN_01615,ATM_097,13.088695,80.235819,15000,2026-06-02 20:23:00,SYNDICATE_HUB,20
WTH_02564,TXN_01252,ATM_007,28.465307,76.980681,10500,2026-06-02 20:28:00,SYNDICATE_HUB,20
WTH_03328,TXN_01616,ATM_068,12.942178,77.644198,1000,2026-06-02 20:29:00,SYNDICATE_HUB,20
WTH_03602,TXN_01753,ATM_033,23.9755,86.8246,7500,2026-06-02 20:37:00,VICTIM_CITY,20
WTH_02166,TXN_01057,ATM_004,28.497401,77.045018,15000,2026-06-02 20:41:00,SYNDICATE_HUB,20
WTH_02167,TXN_01057,ATM_004,28.497401,77.045018,15000,2026-06-02 20:51:00,SYNDICATE_HUB,20
WTH_02168,TXN_01057,ATM_004,28.497401,77.045018,5000,2026-06-02 20:55:00,SYNDICATE_HUB,20
WTH_04352,TXN_02122,ATM_068,12.942178,77.644198,11500,2026-06-02 21:02:00,SYNDICATE_HUB,21
WTH_04353,TXN_02122,ATM_068,12.942178,77.644198,15000,2026-06-02 21:09:00,SYNDICATE_HUB,21
WTH_04354,TXN_02122,ATM_068,12.942178,77.644198,15000,2026-06-02 21:22:00,SYNDICATE_HUB,21
WTH_04355,TXN_02123,ATM_119,14.402097,79.990229,4500,2026-06-02 21:34:00,VICTIM_CITY,21
WTH_04356,TXN_02123,ATM_119,14.402097,79.990229,2000,2026-06-02 21:44:00,VICTIM_CITY,21
WTH_04357,TXN_02123,ATM_119,14.402097,79.990229,15000,2026-06-02 21:50:00,VICTIM_CITY,21
WTH_00179,TXN_00087,ATM_079,17.444705,78.501863,13500,2026-06-02 21:59:00,SYNDICATE_HUB,21
WTH_00180,TXN_00087,ATM_079,17.444705,78.501863,7500,2026-06-02 22:04:00,SYNDICATE_HUB,22
WTH_00181,TXN_00088,ATM_097,13.088695,80.235819,10500,2026-06-02 22:38:00,SYNDICATE_HUB,22
WTH_00182,TXN_00088,ATM_097,13.088695,80.235819,15000,2026-06-02 22:43:00,SYNDICATE_HUB,22
WTH_00183,TXN_00088,ATM_097,13.088695,80.235819,2000,2026-06-02 23:02:00,SYNDICATE_HUB,23
WTH_03603,TXN_01754,ATM_047,28.094959,76.988447,15000,2026-06-02 23:06:00,SYNDICATE_HUB,23
WTH_03329,TXN_01617,ATM_072,17.333561,78.492608,15000,2026-06-02 23:23:00,SYNDICATE_HUB,23
WTH_03330,TXN_01617,ATM_072,17.333561,78.492608,1000,2026-06-02 23:31:00,SYNDICATE_HUB,23
WTH_02565,TXN_01253,ATM_038,23.920584,86.81605,14500,2026-06-02 23:34:00,VICTIM_CITY,23
WTH_03331,TXN_01618,ATM_002,28.475045,77.063153,15000,2026-06-02 23:47:00,SYNDICATE_HUB,23
WTH_02406,TXN_01176,ATM_100,13.136631,78.114212,15000,2026-06-03 00:12:00,VICTIM_CITY,0
WTH_02407,TXN_01176,ATM_100,13.136631,78.114212,7000,2026-06-03 00:15:00,VICTIM_CITY,0
WTH_02169,TXN_01058,ATM_110,14.432893,79.988137,13500,2026-06-03 00:20:00,SYNDICATE_HUB,0
WTH_03604,TXN_01755,ATM_092,13.052715,80.284209,15000,2026-06-03 00:38:00,SYNDICATE_HUB,0
WTH_03607,TXN_01756,ATM_085,17.377148,78.46258,15000,2026-06-03 00:38:00,SYNDICATE_HUB,0
WTH_03608,TXN_01756,ATM_085,17.377148,78.46258,1500,2026-06-03 00:44:00,SYNDICATE_HUB,0
WTH_03605,TXN_01755,ATM_092,13.052715,80.284209,15000,2026-06-03 00:50:00,SYNDICATE_HUB,0
WTH_03606,TXN_01755,ATM_092,13.052715,80.284209,15000,2026-06-03 01:00:00,SYNDICATE_HUB,1
WTH_04546,TXN_02218,ATM_021,28.553223,77.395113,15000,2026-06-03 01:03:00,VICTIM_CITY,1
WTH_04547,TXN_02218,ATM_021,28.553223,77.395113,5500,2026-06-03 01:14:00,VICTIM_CITY,1
WTH_04358,TXN_02124,ATM_007,28.465307,76.980681,3500,2026-06-03 01:25:00,SYNDICATE_HUB,1
WTH_04359,TXN_02124,ATM_007,28.465307,76.980681,13500,2026-06-03 01:37:00,SYNDICATE_HUB,1
WTH_04360,TXN_02124,ATM_007,28.465307,76.980681,15000,2026-06-03 01:37:00,SYNDICATE_HUB,1
WTH_02408,TXN_01177,ATM_084,17.411306,78.547397,15000,2026-06-03 01:45:00,SYNDICATE_HUB,1
WTH_02409,TXN_01177,ATM_084,17.411306,78.547397,6000,2026-06-03 01:51:00,SYNDICATE_HUB,1
WTH_02170,TXN_01059,ATM_072,17.333561,78.492608,15000,2026-06-03 01:54:00,SYNDICATE_HUB,1
WTH_02566,TXN_01254,ATM_036,23.968282,86.827509,15000,2026-06-03 01:55:00,VICTIM_CITY,1
WTH_02171,TXN_01059,ATM_072,17.333561,78.492608,1000,2026-06-03 02:06:00,SYNDICATE_HUB,2
WTH_02567,TXN_01254,ATM_036,23.968282,86.827509,15000,2026-06-03 02:06:00,VICTIM_CITY,2
WTH_03332,TXN_01619,ATM_086,13.057794,80.247857,14000,2026-06-03 02:15:00,SYNDICATE_HUB,2
WTH_02172,TXN_01059,ATM_072,17.333561,78.492608,15000,2026-06-03 02:16:00,SYNDICATE_HUB,2
WTH_00909,TXN_00442,ATM_088,13.090447,80.293861,12000,2026-06-03 02:19:00,SYNDICATE_HUB,2
WTH_02568,TXN_01255,ATM_044,28.127308,77.001575,15000,2026-06-03 02:42:00,SYNDICATE_HUB,2
WTH_02569,TXN_01255,ATM_044,28.127308,77.001575,15000,2026-06-03 02:51:00,SYNDICATE_HUB,2
WTH_03333,TXN_01620,ATM_058,12.965444,77.60425,11000,2026-06-03 03:07:00,SYNDICATE_HUB,3
WTH_04786,TXN_02340,ATM_037,23.961927,86.827934,15000,2026-06-03 03:07:00,VICTIM_CITY,3
WTH_04787,TXN_02340,ATM_037,23.961927,86.827934,15000,2026-06-03 03:14:00,VICTIM_CITY,3
WTH_04788,TXN_02340,ATM_037,23.961927,86.827934,15000,2026-06-03 03:19:00,VICTIM_CITY,3
WTH_04361,TXN_02125,ATM_029,28.515359,77.383579,2000,2026-06-03 03:23:00,SYNDICATE_HUB,3
WTH_04362,TXN_02125,ATM_029,28.515359,77.383579,15000,2026-06-03 03:33:00,SYNDICATE_HUB,3
WTH_00910,TXN_00443,ATM_112,14.456325,79.954246,9500,2026-06-03 03:49:00,SYNDICATE_HUB,3
WTH_02410,TXN_01178,ATM_109,13.123335,78.128711,15000,2026-06-03 03:54:00,VICTIM_CITY,3
WTH_04363,TXN_02126,ATM_092,13.052715,80.284209,6500,2026-06-03 03:56:00,SYNDICATE_HUB,3
WTH_00912,TXN_00443,ATM_112,14.456325,79.954246,15000,2026-06-03 03:57:00,SYNDICATE_HUB,3
WTH_04548,TXN_02219,ATM_025,28.543747,77.348687,10000,2026-06-03 03:57:00,SYNDICATE_HUB,3
WTH_02411,TXN_01178,ATM_109,13.123335,78.128711,5500,2026-06-03 04:00:00,VICTIM_CITY,4
WTH_02413,TXN_01179,ATM_102,13.153029,78.149361,14000,2026-06-03 04:00:00,VICTIM_CITY,4
WTH_00911,TXN_00443,ATM_112,14.456325,79.954246,15000,2026-06-03 04:01:00,SYNDICATE_HUB,4
WTH_04364,TXN_02126,ATM_092,13.052715,80.284209,15000,2026-06-03 04:07:00,SYNDICATE_HUB,4
WTH_02412,TXN_01178,ATM_109,13.123335,78.128711,15000,2026-06-03 04:08:00,VICTIM_CITY,4
WTH_02414,TXN_01179,ATM_102,13.153029,78.149361,8500,2026-06-03 04:10:00,VICTIM_CITY,4
WTH_04367,TXN_02128,ATM_084,17.411306,78.547397,8000,2026-06-03 04:54:00,SYNDICATE_HUB,4
WTH_02415,TXN_01180,ATM_013,28.446435,77.029262,2500,2026-06-03 04:58:00,SYNDICATE_HUB,4
WTH_04365,TXN_02127,ATM_002,28.475045,77.063153,15000,2026-06-03 04:59:00,SYNDICATE_HUB,4
WTH_04369,TXN_02128,ATM_084,17.411306,78.547397,15000,2026-06-03 05:00:00,SYNDICATE_HUB,5
WTH_04368,TXN_02128,ATM_084,17.411306,78.547397,15000,2026-06-03 05:01:00,SYNDICATE_HUB,5
WTH_04366,TXN_02127,ATM_002,28.475045,77.063153,9000,2026-06-03 05:09:00,SYNDICATE_HUB,5
WTH_02416,TXN_01180,ATM_013,28.446435,77.029262,13000,2026-06-03 05:10:00,SYNDICATE_HUB,5
WTH_02570,TXN_01256,ATM_035,23.968286,86.792578,15000,2026-06-03 05:21:00,VICTIM_CITY,5
WTH_02571,TXN_01256,ATM_035,23.968286,86.792578,15000,2026-06-03 05:30:00,VICTIM_CITY,5
WTH_04370,TXN_02129,ATM_111,14.488893,79.949155,15000,2026-06-03 05:44:00,VICTIM_CITY,5
WTH_04549,TXN_02220,ATM_021,28.553223,77.395113,9500,2026-06-03 05:48:00,VICTIM_CITY,5
WTH_04371,TXN_02129,ATM_111,14.488893,79.949155,8000,2026-06-03 05:54:00,VICTIM_CITY,5
WTH_04789,TXN_02341,ATM_058,12.965444,77.60425,14000,2026-06-03 06:11:00,SYNDICATE_HUB,6
WTH_00913,TXN_00444,ATM_079,17.444705,78.501863,15000,2026-06-03 06:18:00,VICTIM_CITY,6
WTH_03274,TXN_01592,ATM_006,28.448378,77.015422,11000,2026-06-03 06:28:00,SYNDICATE_HUB,6
WTH_00914,TXN_00444,ATM_079,17.444705,78.501863,15000,2026-06-03 06:30:00,VICTIM_CITY,6
WTH_03275,TXN_01592,ATM_006,28.448378,77.015422,15000,2026-06-03 06:32:00,SYNDICATE_HUB,6
WTH_05208,TXN_02546,ATM_150,9.950709,76.282411,6500,2026-06-03 06:39:00,VICTIM_CITY,6
WTH_00915,TXN_00444,ATM_079,17.444705,78.501863,14000,2026-06-03 06:40:00,VICTIM_CITY,6
WTH_05209,TXN_02546,ATM_150,9.950709,76.282411,15000,2026-06-03 06:49:00,VICTIM_CITY,6
WTH_04790,TXN_02342,ATM_033,23.9755,86.8246,9000,2026-06-03 07:02:00,VICTIM_CITY,7
WTH_02417,TXN_01181,ATM_027,28.519254,77.40568,10500,2026-06-03 07:05:00,SYNDICATE_HUB,7
WTH_02418,TXN_01181,ATM_027,28.519254,77.40568,15000,2026-06-03 07:08:00,SYNDICATE_HUB,7
WTH_01272,TXN_00614,ATM_011,28.494676,77.021181,15000,2026-06-03 07:23:00,SYNDICATE_HUB,7
WTH_02419,TXN_01181,ATM_027,28.519254,77.40568,1000,2026-06-03 07:25:00,SYNDICATE_HUB,7
WTH_03276,TXN_01593,ATM_036,23.968282,86.827509,3500,2026-06-03 07:58:00,SYNDICATE_HUB,7
WTH_03277,TXN_01593,ATM_036,23.968282,86.827509,15000,2026-06-03 08:01:00,SYNDICATE_HUB,8
WTH_01267,TXN_00612,ATM_096,13.070198,80.294679,15000,2026-06-03 08:11:00,VICTIM_CITY,8
WTH_01270,TXN_00613,ATM_090,13.07529,80.346865,15000,2026-06-03 08:15:00,SYNDICATE_HUB,8
WTH_01268,TXN_00612,ATM_096,13.070198,80.294679,15000,2026-06-03 08:19:00,VICTIM_CITY,8
WTH_01269,TXN_00612,ATM_096,13.070198,80.294679,15000,2026-06-03 08:19:00,VICTIM_CITY,8
WTH_01271,TXN_00613,ATM_090,13.07529,80.346865,15000,2026-06-03 08:22:00,SYNDICATE_HUB,8
WTH_04791,TXN_02343,ATM_076,17.393016,78.497786,14500,2026-06-03 08:30:00,SYNDICATE_HUB,8
WTH_03278,TXN_01594,ATM_034,23.961348,86.818957,13000,2026-06-03 08:39:00,SYNDICATE_HUB,8
WTH_00916,TXN_00445,ATM_068,12.942178,77.644198,14500,2026-06-03 08:42:00,SYNDICATE_HUB,8
WTH_04792,TXN_02344,ATM_113,14.433161,80.008279,15000,2026-06-03 08:50:00,SYNDICATE_HUB,8
WTH_04793,TXN_02344,ATM_113,14.433161,80.008279,15000,2026-06-03 08:58:00,SYNDICATE_HUB,8
WTH_01273,TXN_00615,ATM_109,13.123335,78.128711,15000,2026-06-03 09:18:00,SYNDICATE_HUB,9
WTH_04550,TXN_02221,ATM_026,28.543278,77.381758,1500,2026-06-03 09:20:00,VICTIM_CITY,9
WTH_01274,TXN_00615,ATM_109,13.123335,78.128711,15000,2026-06-03 09:30:00,SYNDICATE_HUB,9
WTH_01275,TXN_00616,ATM_083,17.415828,78.499909,13000,2026-06-03 09:30:00,SYNDICATE_HUB,9
WTH_04551,TXN_02221,ATM_026,28.543278,77.381758,15000,2026-06-03 09:30:00,VICTIM_CITY,9
WTH_01276,TXN_00617,ATM_073,17.393316,78.511718,13500,2026-06-03 09:45:00,SYNDICATE_HUB,9
WTH_01277,TXN_00617,ATM_073,17.393316,78.511718,2500,2026-06-03 09:55:00,SYNDICATE_HUB,9
WTH_04794,TXN_02345,ATM_012,28.461121,76.992406,12000,2026-06-03 10:12:00,SYNDICATE_HUB,10
WTH_04795,TXN_02345,ATM_012,28.461121,76.992406,15000,2026-06-03 10:23:00,SYNDICATE_HUB,10
WTH_04796,TXN_02345,ATM_012,28.461121,76.992406,15000,2026-06-03 10:26:00,SYNDICATE_HUB,10
WTH_00920,TXN_00447,ATM_118,14.485479,79.999178,3500,2026-06-03 10:29:00,SYNDICATE_HUB,10
WTH_04797,TXN_02346,ATM_042,23.986146,86.794608,13000,2026-06-03 10:32:00,SYNDICATE_HUB,10
WTH_00917,TXN_00446,ATM_047,28.094959,76.988447,6500,2026-06-03 10:35:00,SYNDICATE_HUB,10
WTH_00921,TXN_00447,ATM_118,14.485479,79.999178,15000,2026-06-03 10:39:00,SYNDICATE_HUB,10
WTH_04798,TXN_02346,ATM_042,23.986146,86.794608,15000,2026-06-03 10:40:00,SYNDICATE_HUB,10
WTH_00919,TXN_00446,ATM_047,28.094959,76.988447,12000,2026-06-03 10:41:00,SYNDICATE_HUB,10
WTH_00922,TXN_00447,ATM_118,14.485479,79.999178,8500,2026-06-03 10:41:00,SYNDICATE_HUB,10
WTH_00918,TXN_00446,ATM_047,28.094959,76.988447,15000,2026-06-03 10:43:00,SYNDICATE_HUB,10
WTH_05210,TXN_02547,ATM_058,12.965444,77.60425,14500,2026-06-03 10:46:00,SYNDICATE_HUB,10
WTH_04799,TXN_02346,ATM_042,23.986146,86.794608,15000,2026-06-03 10:48:00,SYNDICATE_HUB,10
WTH_05211,TXN_02547,ATM_058,12.965444,77.60425,15000,2026-06-03 10:50:00,SYNDICATE_HUB,10
WTH_04555,TXN_02223,ATM_022,28.532724,77.383774,15000,2026-06-03 11:23:00,SYNDICATE_HUB,11
WTH_04802,TXN_02348,ATM_032,23.944799,86.783761,15000,2026-06-03 11:34:00,VICTIM_CITY,11
WTH_04556,TXN_02223,ATM_022,28.532724,77.383774,15000,2026-06-03 11:35:00,SYNDICATE_HUB,11
WTH_04800,TXN_02347,ATM_092,13.052715,80.284209,15000,2026-06-03 11:41:00,SYNDICATE_HUB,11
WTH_04803,TXN_02348,ATM_032,23.944799,86.783761,15000,2026-06-03 11:44:00,VICTIM_CITY,11
WTH_04801,TXN_02347,ATM_092,13.052715,80.284209,2500,2026-06-03 11:46:00,SYNDICATE_HUB,11
WTH_04552,TXN_02222,ATM_099,13.057952,80.275004,15000,2026-06-03 11:47:00,SYNDICATE_HUB,11
